record_id,source_database,source_file,source_record_key,search_run_id,metadata_format,bibtex_entry_type,title,authors,year,venue,doi,url,abstract,raw_identifier,normalized_title,normalized_doi,record_hash,duplicate_status,duplicate_of,dedup_key_type,screening_candidate_id,screening_stage,screening_decision,decision_basis
SRCREC-0353,IEEE Xplore,IEEE Xplore/7. IEEE Xplore Citation BibTeX.bib,11222573,7,BibTeX,ARTICLE,Fairness-Aware Tunable Power Allocation for NOMA Systems With Imperfect SIC,"Abbas, Kagudde and Choi, Kwonhue",2025,IEEE Access,10.1109/ACCESS.2025.3626975,,,10.1109/ACCESS.2025.3626975,fairness aware tunable power allocation for noma systems with imperfect sic,101109access20253626975,54054ca656fe31ca,unique,,doi,TA-0296,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0356,IEEE Xplore,IEEE Xplore/8. IEEE Xplore Citation BibTeX.bib,11352766,8,BibTeX,INPROCEEDINGS,Framework for Enhancing Fairness and Transparency in Multi-Agent Creative AI Systems: A Position Paper,"Chowdhury, Ananya Ghosh and Chakraborty, Anirban and Thakur, Jay Prakash and Moharir, Akshata Kishore",2025,2025 IEEE International Conference on Agentic AI (ICA),10.1109/ICA67499.2025.00021,,,10.1109/ICA67499.2025.00021,framework for enhancing fairness and transparency in multi agent creative ai systems a position paper,101109ica67499202500021,86720ecbcc13c57e,unique,,doi,TA-0297,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0299,IEEE Xplore,IEEE Xplore/5. IEEE Xplore Citation BibTeX.bib,11035490,5,BibTeX,INPROCEEDINGS,Generative AI and Ethical Imperative: Confronting Bias in Content Creation using Random Forest,"Senthil Pandi, S and Kumar, P and Dhanasekaran, S and Murugan B, S",2025,2025 International Conference on Knowledge Engineering and Communication Systems (ICKECS),10.1109/ICKECS65700.2025.11035490,,,10.1109/ICKECS65700.2025.11035490,generative ai and ethical imperative confronting bias in content creation using random forest,101109ickecs65700202511035490,cfbb39d924ac6981,unique,,doi,TA-0298,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0247,IEEE Xplore,IEEE Xplore/3. IEEE Xplore Citation BibTeX.bib,11190214,3,BibTeX,INPROCEEDINGS,Requirements Engineering for Accountable and Conscious Human-centered AI: Preface,"Hadar, Irit and Kantsepolsky, Boris and Sadovski, Eran and Sherman, Sofia",2025,2025 IEEE 33rd International Requirements Engineering Conference Workshops (REW),10.1109/REW66121.2025.00058,,,10.1109/REW66121.2025.00058,requirements engineering for accountable and conscious human centered ai preface,101109rew66121202500058,9857988572ac7c55,unique,,doi,TA-0299,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0341,IEEE Xplore,IEEE Xplore/7. IEEE Xplore Citation BibTeX.bib,10772009,7,BibTeX,ARTICLE,Session-Oriented Fairness-Aware Recommendation via Dual Temporal Convolutional Networks,"Li, Jie and Deng, Ke and Li, Jianxin and Ren, Yongli",2025,IEEE Transactions on Knowledge and Data Engineering,10.1109/TKDE.2024.3509454,,,10.1109/TKDE.2024.3509454,session oriented fairness aware recommendation via dual temporal convolutional networks,101109tkde20243509454,26ce9ebee1c07232,unique,,doi,TA-0300,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0255,IEEE Xplore,IEEE Xplore/3. IEEE Xplore Citation BibTeX.bib,11202850,3,BibTeX,INPROCEEDINGS,Towards Human-AI Synergy in Requirements Engineering: A Framework and Preliminary Study,"Abbasi, Mateen Ahmed and Ihantola, Petri and Mikkonen, Tommi and Mäkitalo, Niko",2025,2025 Sixth International Conference on Intelligent Data Science Technologies and Applications (IDSTA),10.1109/IDSTA66210.2025.11202850,,,10.1109/IDSTA66210.2025.11202850,towards human ai synergy in requirements engineering a framework and preliminary study,101109idsta66210202511202850,a441fc4cafd9e031,unique,,doi,TA-0301,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0267,IEEE Xplore,IEEE Xplore/4. IEEE Xplore Citation BibTeX.bib,11099364,4,BibTeX,INPROCEEDINGS,TrustSkin: A Fairness Pipeline for Trustworthy Facial Affect Analysis Across Skin Tone,"Cabanas, Ana M. and Pedro, Alma and Mery, Domingo",2025,2025 IEEE 19th International Conference on Automatic Face and Gesture Recognition (FG),10.1109/FG61629.2025.11099364,,,10.1109/FG61629.2025.11099364,trustskin a fairness pipeline for trustworthy facial affect analysis across skin tone,101109fg61629202511099364,19fac4569dbe7d87,unique,,doi,TA-0302,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0335,IEEE Xplore,IEEE Xplore/7. IEEE Xplore Citation BibTeX.bib,11548458,7,BibTeX,INPROCEEDINGS,Trustworthy Big Data Pipelines: Fairness-Aware and Privacy-Preserving Knowledge Discovery Framework,"Shrivastava, Anurag and Adnan, Myasar Mundher and Parida, Prasanta and Gupta, Manish and Sreejyothsna, Ankam and Dwivedi, Shashi Prakash",2025,2025 International Conference on Intelligent & Innovative Practices in Engineering & Management (IIPEM),10.1109/IIPEM65914.2025.11548458,,,10.1109/IIPEM65914.2025.11548458,trustworthy big data pipelines fairness aware and privacy preserving knowledge discovery framework,101109iipem65914202511548458,66101620299efd0a,unique,,doi,TA-0303,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0480,ScienceDirect,ScienceDirect/2. ScienceDirect.bib,ALKHAMMASH2015318,2,BibTeX,article,Building traceable Event-B models from requirements,Eman Alkhammash and Michael Butler and Asieh Salehi Fathabadi and Corina Cîrstea,2015,Science of Computer Programming,https://doi.org/10.1016/j.scico.2015.06.002,https://www.sciencedirect.com/science/article/pii/S0167642315001240,"Bridging the gap between informal requirements and formal specifications is a key challenge in systems engineering. Constructing appropriate abstractions in formal models requires skill and managing the complexity of the relationships between requirements and formal models can be difficult. In this paper we present an approach that aims to address the twin challenges of finding appropriate abstractions and managing traceability between requirements and models. Our approach is based on the use of semi-formal structures to bridge the gap between requirements and Event-B models and retain traceability to requirements in Event-B models. In the stepwise refinement approach, design details are gradually introduced into formal models. Stepwise refinement allows each requirement to be introduced at the most appropriate stage in the development. Our approach makes use of the UML-B and Event Refinement Structures (ERS) approaches. UML-B provides UML graphical notation that enables the development of data structures for Event-B models, while the ERS approach provides a graphical notation to illustrate event refinement structures and assists in the organisation of refinement levels. The ERS approach also combines several constructor patterns to manage control flows in Event-B. The intent of this paper is to harness the benefits of the UML-B and ERS approaches to facilitate constructing Event-B models from requirements and provide traceability between requirements and Event-B models.",https://doi.org/10.1016/j.scico.2015.06.002,building traceable event b models from requirements,httpsdoiorg101016jscico201506002,c88f528485901e69,unique,,doi,TA-0304,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0471,ScienceDirect,ScienceDirect/2. ScienceDirect.bib,BRAIEK2020110542,2,BibTeX,article,On testing machine learning programs,Houssem Ben Braiek and Foutse Khomh,2020,Journal of Systems and Software,https://doi.org/10.1016/j.jss.2020.110542,https://www.sciencedirect.com/science/article/pii/S0164121220300248,"Nowadays, we are witnessing a wide adoption of Machine learning (ML) models in many software systems. They are even being tested in safety-critical systems, thanks to recent breakthroughs in deep learning and reinforcement learning. Many people are now interacting with systems based on ML every day, e.g., voice recognition systems used by virtual personal assistants like Amazon Alexa or Google Home. As the field of ML continues to grow, we are likely to witness transformative advances in a wide range of areas, from finance, energy, to health and transportation. Given this growing importance of ML-based systems in our daily life, it is becoming utterly important to ensure their reliability. Recently, software researchers have started adapting concepts from the software testing domain (e.g., code coverage, mutation testing, or property-based testing) to help ML engineers detect and correct faults in ML programs. This paper reviews current existing testing practices for ML programs. First, we identify and explain challenges that should be addressed when testing ML programs. Next, we report existing solutions found in the literature for testing ML programs. Finally, we identify gaps in the literature related to the testing of ML programs and make recommendations of future research directions for the scientific community. We hope that this comprehensive review of software testing practices will help ML engineers identify the right approach to improve the reliability of their ML-based systems. We also hope that the research community will act on our proposed research directions to advance the state of the art of testing for ML programs.",https://doi.org/10.1016/j.jss.2020.110542,on testing machine learning programs,httpsdoiorg101016jjss2020110542,bea0a08da5aa916e,unique,,doi,TA-0305,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
SRCREC-0412,ScienceDirect,ScienceDirect/1. ScienceDirect_citations.bib,DACUNHA2025149623,1,BibTeX,article,Bridging BioSciences and technology: The impact of AI & GenAI in life sciences and agribusiness,Nicolau Brito {da Cunha} and Fabiano Cavalcanti Fernandes and Abel Gil-Ley and Octavio L. Franco and Naagma Timakondu and Fabricio F. Costa,2025,Gene,https://doi.org/10.1016/j.gene.2025.149623,https://www.sciencedirect.com/science/article/pii/S0378111925004123,"The intersection of biosciences and technology has yielded transformative advancements, and Generative Artificial Intelligence (GenAI) started to stand at the forefront of this synergy. In the field of life sciences, GenAI is emerging as a catalyst, accelerating drug discovery by swiftly generating and predicting novel molecules. This expedites the identification of potential drug candidates, significantly reducing time and costs compared to traditional methods. Beyond drug discovery, GenAI contributes to protein folding predictions, genomics research, disease diagnosis and biomarker identification, enhancing our understanding of diseases and health conditions, fostering the development of personalized medicine. In agribusiness, GenAI proves instrumental in optimizing crop breeding and improving agricultural productivity. It can generate new crop varieties with desired traits by analyzing vast datasets comprising genomic and ecological information, addressing challenges such as disease resistance, improved yield, and enhanced nutritional content. Moreover, GenAI transcends traditional applications and extends its influence on synthetic biology, contributing to the design of novel enzymes and pathways. This opens avenues for bio-based manufacturing, renewable energy production, and environmental remediation. By harnessing the power of GenAI, the synergies between biosciences and technology accelerate innovation, improve efficiency, decrease costs, and address critical challenges. Conversely, the ethical considerations surrounding GenAI, especially Large Language Model (LLM) utilization in life sciences and agribusiness, such as data privacy, algorithmic bias, and the equitable distribution of benefits, must be addressed to ensure responsible and fair implementation, especially environment sustainability when utilizing this technology. This review article discusses the multifaceted impact of GenAI in a new era of advancements in life sciences and agribusiness.",https://doi.org/10.1016/j.gene.2025.149623,bridging biosciences and technology the impact of ai genai in life sciences and agribusiness,httpsdoiorg101016jgene2025149623,a6eeac6e917ddbe5,unique,,doi,TA-0306,title_abstract_screening,retained_for_title_abstract_pool,"ranked from attached source metadata using fairness/AI/requirements relevance terms, then manually alignable against final corpus list"
